2025-08-20 16:01:13,625 - INFO - Connecting to IBKR...
2025-08-20 16:01:13,625 - INFO - Connecting to 127.0.0.1:7497 with clientId 1...
2025-08-20 16:01:13,626 - INFO - Connected
2025-08-20 16:01:13,629 - INFO - Logged on to server version 176
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usfarm.nj
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usopt.nj
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:cashfarm
2025-08-20 16:01:13,630 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usopt
2025-08-20 16:01:13,631 - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:euhmds
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2025-08-20 16:01:13,631 - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2025-08-20 16:01:13,631 - INFO - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2025-08-20 16:01:13,631 - INFO - API connection ready
2025-08-20 16:01:13,633 - INFO - position: Position(account='DUN086112', contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, avgCost=90.51145)
2025-08-20 16:01:13,633 - INFO - position: Position(account='DUN086112', contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, avgCost=0.0)
2025-08-20 16:01:13,734 - INFO - updatePortfolio: PortfolioItem(contract=Option(conId=803406917, symbol='SPX', lastTradeDateOrContractMonth='20250820', strike=6355.0, right='C', multiplier='100', primaryExchange='CBOE', currency='USD', localSymbol='SPXW  250820C06355000', tradingClass='SPXW'), position=0.0, marketPrice=40.09999845, marketValue=0.0, averageCost=0.0, unrealizedPNL=0.0, realizedPNL=-16634.74, account='DUN086112')
2025-08-20 16:01:13,734 - INFO - updatePortfolio: PortfolioItem(contract=Option(conId=805157048, symbol='SPY', lastTradeDateOrContractMonth='20250820', strike=638.0, right='C', multiplier='100', primaryExchange='AMEX', currency='USD', localSymbol='SPY   250820C00638000', tradingClass='SPY'), position=10.0, marketPrice=0.15, marketValue=150.0, averageCost=90.51145, unrealizedPNL=-755.11, realizedPNL=202.08, account='DUN086112')
2025-08-20 16:01:13,753 - INFO - execDetails Execution(execId='00020057.68a5a279.01.01', time=datetime.datetime(2025, 8, 20, 14, 52, 13, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=10.0, price=9.2, permId=327819059, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=9.2, orderRef='OptionChain', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,759 - INFO - execDetails Execution(execId='00020057.68a5c09d.01.01', time=datetime.datetime(2025, 8, 20, 15, 34, 46, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=7.0, price=29.9, permId=327819092, clientId=0, orderId=0, liquidation=0, cumQty=7.0, avgPrice=29.9, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,760 - INFO - execDetails Execution(execId='00020057.68a5c09e.01.01', time=datetime.datetime(2025, 8, 20, 15, 34, 46, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=3.0, price=29.9, permId=327819092, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=29.9, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,760 - INFO - execDetails Execution(execId='00020057.68a5c1b3.01.01', time=datetime.datetime(2025, 8, 20, 15, 36, 18, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=1.0, price=27.0, permId=327819097, clientId=1, orderId=37798, liquidation=0, cumQty=1.0, avgPrice=27.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,760 - INFO - execDetails Execution(execId='00020057.68a5c1db.01.01', time=datetime.datetime(2025, 8, 20, 15, 36, 50, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=9.0, price=27.0, permId=327819097, clientId=1, orderId=37798, liquidation=0, cumQty=10.0, avgPrice=27.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,761 - INFO - execDetails Execution(execId='00020057.68a5c1ee.01.01', time=datetime.datetime(2025, 8, 20, 15, 37, 5, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=5.0, price=28.3, permId=327819096, clientId=0, orderId=0, liquidation=0, cumQty=5.0, avgPrice=28.3, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,761 - INFO - execDetails Execution(execId='00020057.68a5c1ef.01.01', time=datetime.datetime(2025, 8, 20, 15, 37, 5, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=4.0, price=28.3, permId=327819096, clientId=0, orderId=0, liquidation=0, cumQty=9.0, avgPrice=28.3, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,761 - INFO - execDetails Execution(execId='00020057.68a5c1f0.01.01', time=datetime.datetime(2025, 8, 20, 15, 37, 5, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=1.0, price=28.3, permId=327819096, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=28.3, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,762 - INFO - execDetails Execution(execId='00020057.68a5c29f.01.01', time=datetime.datetime(2025, 8, 20, 15, 38, 26, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=1.0, price=29.6, permId=327819100, clientId=0, orderId=0, liquidation=0, cumQty=1.0, avgPrice=29.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,762 - INFO - execDetails Execution(execId='00020057.68a5c2a0.01.01', time=datetime.datetime(2025, 8, 20, 15, 38, 26, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=1.0, price=29.6, permId=327819100, clientId=0, orderId=0, liquidation=0, cumQty=2.0, avgPrice=29.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,762 - INFO - execDetails Execution(execId='00020057.68a5c2a1.01.01', time=datetime.datetime(2025, 8, 20, 15, 38, 26, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=1.0, price=29.6, permId=327819100, clientId=0, orderId=0, liquidation=0, cumQty=3.0, avgPrice=29.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,763 - INFO - execDetails Execution(execId='00020057.68a5c2a2.01.01', time=datetime.datetime(2025, 8, 20, 15, 38, 26, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=7.0, price=29.6, permId=327819100, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=29.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,763 - INFO - execDetails Execution(execId='00020057.68a5c2aa.01.01', time=datetime.datetime(2025, 8, 20, 15, 38, 35, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=10.0, price=29.8, permId=327819103, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=29.8, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,763 - INFO - execDetails Execution(execId='00020057.68a5c2fa.01.01', time=datetime.datetime(2025, 8, 20, 15, 39, 32, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=5.0, price=27.4, permId=327819107, clientId=1, orderId=38126, liquidation=0, cumQty=5.0, avgPrice=27.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,764 - INFO - execDetails Execution(execId='00020057.68a5c2fc.01.01', time=datetime.datetime(2025, 8, 20, 15, 39, 32, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=4.0, price=27.4, permId=327819107, clientId=1, orderId=38126, liquidation=0, cumQty=9.0, avgPrice=27.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,764 - INFO - execDetails Execution(execId='00020057.68a5c2fe.01.01', time=datetime.datetime(2025, 8, 20, 15, 39, 32, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=1.0, price=27.4, permId=327819107, clientId=1, orderId=38126, liquidation=0, cumQty=10.0, avgPrice=27.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,764 - INFO - execDetails Execution(execId='00020057.68a5c35a.01.01', time=datetime.datetime(2025, 8, 20, 15, 40, 51, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=27.2, permId=327819106, clientId=0, orderId=0, liquidation=0, cumQty=2.0, avgPrice=27.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,764 - INFO - execDetails Execution(execId='00020057.68a5c35b.01.01', time=datetime.datetime(2025, 8, 20, 15, 40, 51, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=5.0, price=27.2, permId=327819106, clientId=0, orderId=0, liquidation=0, cumQty=7.0, avgPrice=27.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,765 - INFO - execDetails Execution(execId='00020057.68a5c35c.01.01', time=datetime.datetime(2025, 8, 20, 15, 40, 51, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=27.2, permId=327819106, clientId=0, orderId=0, liquidation=0, cumQty=9.0, avgPrice=27.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,765 - INFO - execDetails Execution(execId='00020057.68a5c35d.01.01', time=datetime.datetime(2025, 8, 20, 15, 40, 52, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=1.0, price=27.2, permId=327819106, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=27.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,765 - INFO - execDetails Execution(execId='00020057.68a5c634.01.01', time=datetime.datetime(2025, 8, 20, 15, 48, 10, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=2.0, price=25.0, permId=327819111, clientId=1, orderId=38967, liquidation=0, cumQty=2.0, avgPrice=25.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,766 - INFO - execDetails Execution(execId='00020057.68a5c638.01.01', time=datetime.datetime(2025, 8, 20, 15, 48, 11, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=8.0, price=25.0, permId=327819111, clientId=1, orderId=38967, liquidation=0, cumQty=10.0, avgPrice=25.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,766 - INFO - execDetails Execution(execId='00020057.68a5c661.01.01', time=datetime.datetime(2025, 8, 20, 15, 48, 37, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=9.0, price=25.2, permId=327819110, clientId=0, orderId=0, liquidation=0, cumQty=9.0, avgPrice=25.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,766 - INFO - execDetails Execution(execId='00020057.68a5c663.01.01', time=datetime.datetime(2025, 8, 20, 15, 48, 37, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=1.0, price=25.2, permId=327819110, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=25.2, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,766 - INFO - execDetails Execution(execId='00020057.68a5c69a.01.01', time=datetime.datetime(2025, 8, 20, 15, 49, 36, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=10.0, price=23.4, permId=327819115, clientId=1, orderId=39085, liquidation=0, cumQty=10.0, avgPrice=23.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,767 - INFO - execDetails Execution(execId='00020057.68a5c6b9.01.01', time=datetime.datetime(2025, 8, 20, 15, 49, 58, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=23.8, permId=327819114, clientId=0, orderId=0, liquidation=0, cumQty=2.0, avgPrice=23.8, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,767 - INFO - execDetails Execution(execId='00020057.68a5c6ba.01.01', time=datetime.datetime(2025, 8, 20, 15, 49, 58, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=23.8, permId=327819114, clientId=0, orderId=0, liquidation=0, cumQty=4.0, avgPrice=23.8, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,767 - INFO - execDetails Execution(execId='00020057.68a5c6c3.01.01', time=datetime.datetime(2025, 8, 20, 15, 50, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=24.0, permId=327819114, clientId=0, orderId=0, liquidation=0, cumQty=6.0, avgPrice=23.866667, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,768 - INFO - execDetails Execution(execId='00020057.68a5c6c5.01.01', time=datetime.datetime(2025, 8, 20, 15, 50, 1, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=24.0, permId=327819114, clientId=0, orderId=0, liquidation=0, cumQty=8.0, avgPrice=23.9, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,769 - INFO - execDetails Execution(execId='00020057.68a5c6c6.01.01', time=datetime.datetime(2025, 8, 20, 15, 50, 1, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=2.0, price=24.0, permId=327819114, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=23.92, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,769 - INFO - execDetails Execution(execId='00020057.68a5c72d.01.01', time=datetime.datetime(2025, 8, 20, 15, 50, 40, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=10.0, price=22.0, permId=327819119, clientId=1, orderId=39167, liquidation=0, cumQty=10.0, avgPrice=22.0, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,770 - INFO - execDetails Execution(execId='00020057.68a5c755.01.01', time=datetime.datetime(2025, 8, 20, 15, 50, 53, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=10.0, price=22.4, permId=327819118, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=22.4, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,770 - INFO - execDetails Execution(execId='00020057.68a5ccd3.01.01', time=datetime.datetime(2025, 8, 20, 16, 2, 21, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=10.0, price=20.6, permId=327819123, clientId=1, orderId=39273, liquidation=0, cumQty=10.0, avgPrice=20.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
2025-08-20 16:01:13,771 - INFO - execDetails Execution(execId='00020057.68a5cd08.01.01', time=datetime.datetime(2025, 8, 20, 16, 2, 45, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='BOT', shares=10.0, price=21.6, permId=327819122, clientId=0, orderId=0, liquidation=0, cumQty=10.0, avgPrice=21.6, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=2)
2025-08-20 16:01:13,771 - INFO - execDetails Execution(execId='00020057.68a5cdec.01.01', time=datetime.datetime(2025, 8, 20, 16, 5, 40, tzinfo=datetime.timezone.utc), acctNumber='DUN086112', exchange='CBOE', side='SLD', shares=2.0, price=19.8, permId=327819127, clientId=1, orderId=40816, liquidation=0, cumQty=2.0, avgPrice=19.8, orderRef='', evRule='', evMultiplier=0.0, modelCode='', lastLiquidity=1)
